station_id,year,variable,value
38329,2001,pre,1080.2001
38329,2002,pre,1011.39996
38329,2003,pre,758.30005
38329,2004,pre,1000.0
38329,2005,pre,1032.3
38329,2006,pre,856.7999
38329,2007,pre,1040.6
38329,2008,pre,921.4
38329,2009,pre,1077.0
38329,2010,pre,1397.6001
38329,2011,pre,818.5
38329,2012,pre,829.39996
38329,2013,pre,986.2
38329,2014,pre,1048.2001
38329,2015,pre,823.1
38329,2016,pre,1117.7001
38330,1992,pre,879.2001
38330,1993,pre,807.49994
38330,1994,pre,1059.7
38330,1995,pre,1017.4
38330,1996,pre,1133.1001
38330,1997,pre,1053.3999
38330,1998,pre,1085.0001
38330,1999,pre,1146.0
38330,2000,pre,1033.6
38330,2001,pre,1213.2001
38330,2002,pre,1134.0001
38330,2003,pre,836.0
38330,2004,pre,1087.7001
38330,2005,pre,1144.5
38330,2006,pre,933.10004
38330,2007,pre,1145.8
38330,2008,pre,1015.9001
38330,2009,pre,1176.2999
38330,2010,pre,1540.6
38330,2011,pre,908.9
38330,2012,pre,915.30005
38330,2013,pre,1079.0
38330,2014,pre,1221.8
38330,2015,pre,913.60004
38330,2016,pre,1233.7999
38331,1992,pre,811.4
38331,1993,pre,732.4
38331,1994,pre,950.6
38331,1995,pre,917.6
38331,1996,pre,1008.4
38331,1997,pre,980.1
38331,1998,pre,979.80005
38331,1999,pre,1034.7001
38331,2000,pre,948.5
38331,2001,pre,1080.2001
38331,2002,pre,1011.39996
38331,2003,pre,758.30005
38331,2004,pre,1000.0
38331,2005,pre,1032.3
38331,2006,pre,856.7999
38331,2007,pre,1040.6
38331,2008,pre,921.4
38331,2009,pre,1077.0
38331,2010,pre,1397.6001
38331,2011,pre,818.5
38331,2012,pre,829.39996
38331,2013,pre,986.2
38331,2014,pre,1048.2001
38331,2015,pre,823.1
38331,2016,pre,1117.7001
38332,1992,pre,811.4
38332,1993,pre,732.4
38332,1994,pre,950.6
38332,1995,pre,917.6
38332,1996,pre,1008.4
38332,1997,pre,980.1
38332,1998,pre,979.80005
38332,1999,pre,1034.7001
38332,2000,pre,948.5
38332,2001,pre,1080.2001
38332,2002,pre,1011.39996
38332,2003,pre,758.30005
38332,2004,pre,1000.0
38332,2005,pre,1032.3
38332,2006,pre,856.7999
38332,2007,pre,1040.6
38332,2008,pre,921.4
38332,2009,pre,1077.0
38332,2010,pre,1397.6001
38332,2011,pre,818.5
38332,2012,pre,829.39996
38332,2013,pre,986.2
38332,2014,pre,1048.2001
38332,2015,pre,823.1
38332,2016,pre,1117.7001
38333,1992,pre,811.4
38333,1993,pre,732.4
38333,1994,pre,950.6
38333,1995,pre,917.6
38333,1996,pre,1008.4
38333,1997,pre,980.1
38333,1998,pre,979.80005
38333,1999,pre,1034.7001
38333,2000,pre,948.5
38333,2001,pre,1080.2001
38333,2002,pre,1011.39996
38333,2003,pre,758.30005
38333,2004,pre,1000.0
38333,2005,pre,1032.3
38333,2006,pre,856.7999
38333,2007,pre,1040.6
38333,2008,pre,921.4
38333,2009,pre,1077.0
38333,2010,pre,1397.6001
38333,2011,pre,818.5
38333,2012,pre,829.39996
38333,2013,pre,986.2
38333,2014,pre,1048.2001
38333,2015,pre,823.1
38333,2016,pre,1117.7001
38334,1992,pre,811.4
38334,1993,pre,732.4
38334,1994,pre,950.6
38334,1995,pre,917.6
38334,1996,pre,1008.4
38334,1997,pre,980.1
38334,1998,pre,979.80005
38334,1999,pre,1034.7001
38334,2000,pre,948.5
38334,2001,pre,1080.2001
38334,2002,pre,1011.39996
38334,2003,pre,758.30005
38334,2004,pre,1000.0
38334,2005,pre,1032.3
38334,2006,pre,856.7999
38334,2007,pre,1040.6
38334,2008,pre,921.4
38334,2009,pre,1077.0
38334,2010,pre,1397.6001
38334,2011,pre,818.5
38334,2012,pre,829.39996
38334,2013,pre,986.2
