station_id,year,totn_mgNpm2
38474,2002,1123.0088
38474,2003,950.28
38474,2004,822.69965
38474,2005,748.026
38474,2006,706.59534
38474,2007,787.94604
38474,2008,715.9922
38474,2009,659.91656
38474,2010,508.72012
38474,2011,789.00525
38474,2012,683.0909
38474,2013,696.01715
38474,2014,701.3451
38474,2015,612.98663
38474,2016,632.6135
38475,2000,957.8702
38475,2001,894.26965
38475,2002,1033.8826
38475,2003,853.298
38475,2004,736.4817
38475,2005,658.8598
38475,2006,614.29407
38475,2007,708.8286
38475,2008,635.868
38475,2009,527.842
38475,2010,506.0886
38475,2011,705.1899
38475,2012,610.8244
38475,2013,661.54004
38475,2014,681.86206
38475,2015,637.32996
38475,2016,708.6928
38491,2000,1390.798
38491,2001,1114.06
38491,2002,1364.1621
38491,2003,1243.4023
38491,2004,994.05145
38491,2005,892.62103
38491,2006,878.5845
38491,2007,897.1507
38491,2008,833.87115
38491,2009,725.36743
38491,2010,623.2412
38491,2011,845.62836
38491,2012,737.3294
38491,2013,795.751
38491,2014,698.2973
38491,2015,671.0146
38491,2016,738.2002
38476,2000,1136.4691
38476,2001,1043.7214
38476,2002,1111.7996
38476,2003,997.24475
38476,2004,797.0888
38476,2005,732.6562
38476,2006,690.57007
38476,2007,777.0204
38476,2008,691.79504
38476,2009,616.1435
38476,2010,479.3075
38476,2011,769.77045
38476,2012,722.26685
38476,2013,760.6866
38476,2014,722.2719
38476,2015,652.40985
38476,2016,695.40985
38477,2000,1087.0436
38477,2001,1014.7091
38477,2002,1061.0176
38477,2003,948.65704
38477,2004,774.1211
38477,2005,714.08527
38477,2006,670.3503
38477,2007,751.4549
38477,2008,676.4603
38477,2009,611.9693
38477,2010,474.8662
38477,2011,748.1067
38477,2012,686.74524
38477,2013,721.0949
38477,2014,693.79913
38477,2015,622.6208
38477,2016,649.4772
38478,2000,1298.2532
38478,2001,1303.9019
38478,2002,1270.7363
38478,2003,975.0436
38478,2004,921.5698
38478,2005,781.7961
38478,2006,713.4383
38478,2007,836.1264
38478,2008,750.4917
38478,2009,624.8793
38478,2010,568.3282
38478,2011,781.17847
38478,2012,694.7957
38478,2013,727.4114
38478,2014,690.4344
38478,2015,709.1291
38478,2016,656.7906
38479,2000,1113.8866
38479,2001,1036.2089
38479,2002,1080.7595
38479,2003,973.27
38479,2004,776.441
38479,2005,715.5408
38479,2006,671.1751
38479,2007,753.6897
38479,2008,676.52924
38479,2009,609.81195
38479,2010,473.32898
38479,2011,751.267
38479,2012,692.92065
38479,2013,727.4227
38479,2014,697.979
38479,2015,640.41235
38479,2016,673.96295
38480,2000,1136.4691
38480,2001,1043.7214
38480,2002,1111.7996
38480,2003,997.24475
38480,2004,797.0888
38480,2005,732.6562
38480,2006,690.57007
38480,2007,777.0204
38480,2008,691.79504
38480,2009,616.1435
38480,2010,479.3075
38480,2011,769.77045
38480,2012,722.26685
38480,2013,760.6866
38480,2014,722.2719
38480,2015,652.40985
38480,2016,695.40985
