station_id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
38492,1206.8765,856.5259,796.96,908.75885,1027.2772,946.70337,1005.99854,863.8296,911.9549,721.4638,955.29614,876.8896,858.92285,785.3232,705.3873,627.8049,583.26294,677.4,648.7638,514.3271,439.0696,636.1241,509.55292,507.87283,491.3231,489.8553,485.6493
38493,767.29083,529.8171,552.8321,611.7038,695.41656,539.0015,645.36255,684.3198,677.95715,481.01038,557.9434,534.6971,620.2158,578.8946,485.99402,527.53503,486.73373,455.6377,511.032,406.30707,392.5098,466.79492,443.7429,429.97498,406.45428,377.76932,339.1422
38494,1460.675,1515.7446,1575.6372,1356.0986,1666.5907,1429.4624,1536.9049,1365.2202,1442.9785,852.3307,1845.616,1529.0961,1683.5239,1397.193,1355.103,1191.855,1242.852,1255.246,1159.9049,875.34314,845.352,1026.479,874.1523,897.14813,847.19183,816.59424,861.5416
38495,1464.4232,1419.966,1344.5024,1246.3099,1418.1835,1412.2404,1454.0721,1379.7784,1442.5671,839.0515,1564.235,1390.527,1619.294,1369.612,1304.1951,1135.624,1192.298,1190.4609,1113.391,862.9076,804.25214,1000.334,823.1971,855.12335,795.1178,770.9702,789.9187
38496,1633.6101,1660.9259,1526.7113,1350.6909,1645.4319,1656.3198,1688.9814,1433.7173,1509.9115,1018.6405,1396.936,1178.803,1431.195,1204.544,1156.812,1018.533,1031.438,1078.491,979.65106,766.0317,739.4152,849.2747,762.8541,856.73145,759.3999,750.0644,773.631
38497,1276.0442,1209.8207,1143.62,1045.6953,1230.2842,1195.2229,1287.8763,1122.2183,1085.9072,737.2113,1252.9971,1134.966,1275.901,1167.222,1099.2151,979.9593,955.702,966.29706,894.57666,723.7802,652.95856,814.30005,700.2661,767.3481,720.7571,670.021,643.0339
38498,1395.9227,1308.6122,1306.3114,1252.9556,1338.877,1222.0386,1326.6044,1190.4457,1370.824,790.1338,1574.708,1343.28,1415.6649,1259.895,1197.4,1069.4609,1045.989,1044.275,938.1789,726.3951,694.877,848.41516,780.7461,799.2923,735.7558,741.934,736.4126
38499,1553.7856,1589.3655,1638.029,1399.1837,1717.5415,1526.8624,1561.5903,1509.4587,1518.9492,906.9497,1845.616,1529.0961,1683.5239,1397.193,1355.103,1191.855,1242.852,1255.246,1159.9049,875.34314,845.352,1026.479,874.1523,897.14813,847.19183,816.59424,861.5416
38500,1422.6035,1469.1328,1312.6823,1249.7302,1420.6929,1413.9904,1456.188,1313.5546,1405.715,840.125,1653.6619,1487.507,1688.994,1462.207,1398.303,1209.145,1215.95,1267.42,1124.698,911.74384,827.6481,1039.9761,860.19824,905.20514,813.9774,806.79156,808.59174
38501,1645.321,1715.2513,1488.5885,1410.9897,1634.65,1638.016,1652.0874,1432.1859,1333.9607,979.05444,1479.1859,1312.337,1533.067,1323.1221,1280.42,1104.1489,1084.988,1170.279,1057.041,832.4339,779.6816,940.30426,803.4608,893.64624,793.1048,797.95953,770.625
38502,843.6204,559.7295,587.99347,599.798,567.5134,599.8939,670.06726,671.15784,606.4607,514.53754,616.75256,528.6867,631.89294,618.1115,553.58307,500.9162,523.76306,509.0823,537.3564,406.68878,384.02618,435.5389,404.48972,394.0169,411.2266,359.4193,375.2176
38503,926.41095,549.94104,703.848,641.2048,616.6498,642.5143,694.18414,725.3317,657.02203,556.4292,679.0272,606.02423,678.38367,591.85516,570.09247,544.0258,565.9251,532.69147,563.2273,441.0842,427.2411,448.1753,419.7516,392.4169,398.4272,379.0219,372.9118
38504,941.7512,560.2333,722.99835,656.25323,632.62274,657.5823,708.51733,732.9175,661.1231,569.8599,693.5802,618.58057,691.0183,597.52734,572.9339,552.3886,569.201,538.1898,568.5392,442.665,432.12042,450.99283,425.7639,395.2021,400.215,384.454,360.8635
38505,941.7512,560.2333,722.99835,656.25323,632.62274,657.5823,708.51733,732.9175,661.1231,569.8599,693.5802,618.58057,691.0183,597.52734,572.9339,552.3886,569.201,538.1898,568.5392,442.665,432.12042,450.99283,425.7639,395.2021,400.215,384.454,360.8635
38506,941.7512,560.2333,722.99835,656.25323,632.62274,657.5823,708.51733,732.9175,661.1231,569.8599,693.5802,618.58057,691.0183,597.52734,572.9339,552.3886,569.201,538.1898,568.5392,442.665,432.12042,450.99283,425.7639,395.2021,400.215,384.454,360.8635
38507,941.7512,560.2333,722.99835,656.25323,632.62274,657.5823,708.51733,732.9175,661.1231,569.8599,693.5802,618.58057,691.0183,597.52734,572.9339,552.3886,569.201,538.1898,568.5392,442.665,432.12042,450.99283,425.7639,395.2021,400.215,384.454,360.8635
38508,734.87244,517.74664,500.3411,623.43005,630.91113,509.9004,573.4711,666.6633,591.0328,430.59988,498.95993,451.5013,590.60944,544.7628,461.27008,496.7203,498.8915,489.19083,435.66928,333.8774,326.84988,458.3611,436.1297,371.3355,388.50638,353.3938,354.69388
38509,1035.4875,629.78687,714.3672,714.59393,695.0164,696.7265,836.0589,827.10675,745.75024,602.491,686.3369,606.2609,655.2826,605.91833,590.3139,578.57697,575.3819,527.8563,558.5661,444.5755,430.63797,470.07617,431.4554,415.02963,417.33142,389.3235,380.3778
38510,856.58826,590.67096,554.68933,671.9732,729.57446,568.5756,626.84705,581.34125,541.33575,497.82486,548.80164,524.1085,694.1181,603.02136,530.7817,553.3443,573.062,558.71893,482.4085,401.4134,369.64108,503.2063,480.60724,433.744,425.5445,411.7166,387.8981
38511,858.7892,526.03516,608.81354,600.3926,578.5493,593.97034,679.1178,690.85565,631.81384,512.51074,635.2434,548.407,640.3754,593.8416,549.55566,516.808,550.338,507.6787,539.845,417.42902,397.89218,434.4434,401.7557,382.2203,391.415,358.5671,375.4802
38512,849.3398,533.3743,573.6384,591.1819,576.9378,571.26434,681.4294,657.0503,607.91705,493.13126,626.3689,537.7637,607.0981,586.8915,535.0606,521.0709,527.908,501.3032,526.9079,415.25,387.04578,437.5237,398.5486,376.9963,385.0249,357.5702,362.71738
38513,779.6152,530.3833,533.87744,565.3601,541.69196,558.1039,624.0472,630.07275,569.5768,477.8882,611.5141,523.6606,655.3091,641.6728,547.56915,500.93222,521.8791,508.7843,545.9771,409.7112,382.5174,447.20502,419.9156,401.9544,427.65552,368.25372,393.2851
